"Reported Trait","Mapped Trait",Tissues,"Gene Symbol","Ensembl ID","Gene Type",Method/Software,"Effect Size",P-value,Publication
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Whole Blood",HLA-DQA1,ENSG00000196735.11,protein-coding,Summary-PrediXcan(S-PrediXcan),7.43E+00,1.05E-13,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Ovary,ARFRP1,ENSG00000101246.19,protein-coding,Summary-PrediXcan(S-PrediXcan),7.73E+00,1.05E-14,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Ovary,ARFRP1,ENSG00000101246.19,protein-coding,Summary-PrediXcan(S-PrediXcan),7.73E+00,1.05E-14,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Colon Transverse",HLA-DRB1,ENSG00000196126.11,protein-coding,Summary-PrediXcan(S-PrediXcan),8.57E+00,1.05E-17,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Colon Transverse",HLA-DRB1,ENSG00000196126.11,protein-coding,Summary-PrediXcan(S-PrediXcan),8.57E+00,1.05E-17,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Liver,PMPCA,ENSG00000165688.11,protein-coding,Summary-PrediXcan(S-PrediXcan),8.83E+00,1.05E-18,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Liver,PMPCA,ENSG00000165688.11,protein-coding,Summary-PrediXcan(S-PrediXcan),8.83E+00,1.05E-18,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Muscle Skeletal",RMI2,ENSG00000175643.8,protein-coding,FUSION,4.88E+00,1.06E-06,TWASP000003
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Adrenal Gland",CTSK,ENSG00000143387.12,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.88E+00,1.06E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Stomach,DYNLT5,ENSG00000152760,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.88E+00,1.06E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Artery Coronary",GTF2IRD2,ENSG00000196275.13,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.88E+00,1.06E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Epithelial Tissue",PRSS46P,ENSG00000261603,pseudogene,S-PrediXcan,1.66E+00,1.06E-08,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Sun Exposed",SULT1A1,ENSG00000196502.11,protein-coding,FUSION,5.72E+00,1.06E-08,TWASP000003
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Adipose,CCDC116,ENSG00000161180.10,protein-coding,Summary-PrediXcan(S-PrediXcan),'-6.10E+00,1.06E-09,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Adipose,CCDC116,ENSG00000161180.10,protein-coding,Summary-PrediXcan(S-PrediXcan),'-6.10E+00,1.06E-09,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Colon Transverse",SLC22A5,ENSG00000197375.12,protein-coding,Summary-PrediXcan(S-PrediXcan),'-6.46E+00,1.06E-10,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Colon Transverse",SLC22A5,ENSG00000197375.12,protein-coding,Summary-PrediXcan(S-PrediXcan),'-6.46E+00,1.06E-10,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Sun Exposed",PGAP3,ENSG00000161395.13,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-6.80E+00,1.06E-11,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Mucosa",SLC22A5,ENSG00000197375.12,protein-coding,Summary-PrediXcan(S-PrediXcan),'-7.43E+00,1.06E-13,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Mucosa",SLC22A5,ENSG00000197375.12,protein-coding,Summary-PrediXcan(S-PrediXcan),'-7.43E+00,1.06E-13,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Colon Transverse",CYP21A2,ENSG00000231852.6,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-7.73E+00,1.06E-14,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Adrenal Gland",ZNF300,ENSG00000145908.12,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",8.02E+00,1.06E-15,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Fibroblasts,GTF2IRD2,ENSG00000196275.13,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.88E+00,1.07E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Not Sun Exposed",HCG27,ENSG00000206344.7,lincRNA,"Summary-Based PrediXcan(S-PrediXcan)",'-4.88E+00,1.07E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Muscularis",PRKCB,ENSG00000166501.12,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.88E+00,1.07E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Vagina,MRPL20,ENSG00000242485.5,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",4.88E+00,1.07E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Liver,RMI2,ENSG00000175643.8,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.88E+00,1.07E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Lung,GSDMA,ENSG00000167914.11,protein-coding,Summary-PrediXcan(S-PrediXcan),5.31E+00,1.07E-07,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Whole Blood",HSPA1L,ENSG00000204390.9,protein-coding,Summary-PrediXcan(S-PrediXcan),5.31E+00,1.07E-07,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Lung,GSDMA,ENSG00000167914.11,protein-coding,Summary-PrediXcan(S-PrediXcan),5.31E+00,1.07E-07,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Whole Blood",TUFM,ENSG00000178952.10,protein-coding,FUSION,'-5.72E+00,1.07E-08,TWASP000003
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Lung,RNF123,ENSG00000164068.15,protein-coding,FUSION,6.10E+00,1.07E-09,TWASP000003
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Ascending Colon",THBS3,ENSG00000169231.13,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",6.10E+00,1.07E-09,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Testis,PSMD3,ENSG00000108344.14,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",6.46E+00,1.07E-10,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Whole Blood",BRD7,ENSG00000166164.15,protein-coding,Summary-PrediXcan(S-PrediXcan),'-6.46E+00,1.07E-10,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Gastroesophageal",PARK7,ENSG00000116288.12,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-6.80E+00,1.07E-11,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Heart Left Ventricle",PNMT,ENSG00000141744.3,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-6.80E+00,1.07E-11,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Artery Tibia",CTD-2330K9.3,ENSG00000228008.1,antisense,Summary-PrediXcan(S-PrediXcan),'-7.12E+00,1.07E-12,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Artery Tibia",CTD-2330K9.3,ENSG00000228008.1,antisense,Summary-PrediXcan(S-PrediXcan),'-7.12E+00,1.07E-12,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Artery Tibia",RNF123,ENSG00000164068.15,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-7.73E+00,1.07E-14,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Muscularis",SULT1A2,ENSG00000197165.10,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",7.73E+00,1.07E-14,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Whole Blood",STMN3,ENSG00000197457.9,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",8.57E+00,1.07E-17,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Colon Sigmoid",SLC22A5,ENSG00000197375.12,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-9.08E+00,1.07E-19,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Heart Left Ventricle",HLA-DRB1,ENSG00000196126.11,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",9.80E+00,1.07E-22,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Thyroid,INPP5E,ENSG00000148384.12,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-1.00E+01,1.07E-23,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Anterior Cingulate Cortex",HLA-DQA2,ENSG00000237541.3,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-1.17E+01,1.07E-31,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Caudate Basal Ganglia",ANKRD65,ENSG00000235098.8,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.88E+00,1.08E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Cortex",CD6,ENSG00000013725.14,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",4.88E+00,1.08E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Cerebellar Hemisphere",ZNF300P1,ENSG00000197083.11,transcribed_unprocessed_pseudogene,FUSION,'-4.88E+00,1.08E-06,TWASP000003
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Adipose,SEMA3F,ENSG00000001617.11,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",4.88E+00,1.08E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Testis,EIF3C,ENSG00000184110.14,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",4.88E+00,1.08E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Hypothalamus",AMT,ENSG00000145020.15,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",4.88E+00,1.08E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Testis,PUSL1,ENSG00000169972.11,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.88E+00,1.08E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Testis,AHSA2P,ENSG00000173209,pseudogene,"Summary-Based PrediXcan(S-PrediXcan)",'-4.88E+00,1.08E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Nerve Tibial",ZNF300,ENSG00000145908.12,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",4.88E+00,1.08E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Artery Tibia",ATG16L1,ENSG00000085978.21,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-5.31E+00,1.08E-07,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Lung,RMI2,ENSG00000175643.8,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-5.31E+00,1.08E-07,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Heart Left Ventricle",RBM6,ENSG00000004534.14,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",6.10E+00,1.08E-09,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Thyroid,NOTCH4,ENSG00000204301.6,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",6.10E+00,1.08E-09,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Nerve Tibial",GPSM1,ENSG00000160360.12,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-6.10E+00,1.08E-09,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Testis,ADO,ENSG00000181915.4,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-7.43E+00,1.08E-13,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Lymphocyte Cell",PDCD1LG2,ENSG00000197646.7,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-9.80E+00,1.08E-22,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Minor Salivary Gland",HLA-DRB1,ENSG00000196126.11,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",1.25E+01,1.08E-35,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Gastroesophageal",AHSA2P,ENSG00000173209,pseudogene,"Summary-Based PrediXcan(S-PrediXcan)",'-4.88E+00,1.09E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Muscle Skeletal",CRTC3,ENSG00000140577.15,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",4.87E+00,1.09E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Transverse Colon",RNF5,ENSG00000204308.7,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",4.88E+00,1.09E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Lymphocyte Cell",IL1R2,ENSG00000115590.13,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",4.87E+00,1.09E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Artery Tibia",DIRAS3,ENSG00000162595.5,protein-coding,Summary-PrediXcan(S-PrediXcan),'-5.31E+00,1.09E-07,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Artery Tibia",DIRAS3,ENSG00000162595.5,protein-coding,Summary-PrediXcan(S-PrediXcan),'-5.31E+00,1.09E-07,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Heart Left Ventricle",RAD50,ENSG00000113522.13,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-5.31E+00,1.09E-07,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Spinal Cord",EFNA1,ENSG00000169242.11,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-5.31E+00,1.09E-07,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Heart Atrial Appendage",PGAP3,ENSG00000161395.13,protein-coding,Summary-PrediXcan(S-PrediXcan),'-5.31E+00,1.09E-07,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Heart Atrial Appendage",PGAP3,ENSG00000161395.13,protein-coding,Summary-PrediXcan(S-PrediXcan),'-5.31E+00,1.09E-07,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Putamen Basal Ganglia",IL18R1,ENSG00000115604.10,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",6.10E+00,1.09E-09,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Fibroblasts,CARD6,ENSG00000132357.13,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-6.10E+00,1.09E-09,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Caudate Basal Ganglia",IRF1-AS1,'-,ncRNA,"Summary-Based PrediXcan(S-PrediXcan)",6.45E+00,1.09E-10,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Hippocampus",HLA-DQB2,ENSG00000232629.8,protein-coding,Summary-PrediXcan(S-PrediXcan),'-6.45E+00,1.09E-10,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Hippocampus",HLA-DQB2,ENSG00000232629.8,protein-coding,Summary-PrediXcan(S-PrediXcan),'-6.45E+00,1.09E-10,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Muscularis",NICN1,ENSG00000145029.13,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",6.79E+00,1.09E-11,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Cerebellar Hemisphere",RBM6,ENSG00000004534.14,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",6.79E+00,1.09E-11,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Not Sun Exposed",HLA-DOB,ENSG00000241106.6,protein-coding,Summary-PrediXcan(S-PrediXcan),'-8.29E+00,1.09E-16,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Not Sun Exposed",HLA-DOB,ENSG00000241106.6,protein-coding,Summary-PrediXcan(S-PrediXcan),'-8.29E+00,1.09E-16,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Testis,HLA-DQB2,ENSG00000232629.8,protein-coding,Summary-PrediXcan(S-PrediXcan),'-1.17E+01,1.09E-31,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Testis,HLA-DQB2,ENSG00000232629.8,protein-coding,Summary-PrediXcan(S-PrediXcan),'-1.17E+01,1.09E-31,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Prostate,RP3-340N1.2,ENSG00000227066.1,lincRNA,"Summary-Based PrediXcan(S-PrediXcan)",'-4.40E+00,1.10E-05,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Descending Colon",IL1R2,ENSG00000115590.13,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",4.40E+00,1.10E-05,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Putamen Basal Ganglia",INTS11,ENSG00000127054.20,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",4.40E+00,1.10E-05,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Anterior Cingulate Cortex",MON1A,ENSG00000164077.13,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.40E+00,1.10E-05,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Thyroid,GTF2I,ENSG00000263001.5,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.87E+00,1.10E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Prostate,ZGLP1,ENSG00000220201.7,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.87E+00,1.10E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Heart Atrial Appendage",ARPC2,ENSG00000163466.15,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-5.31E+00,1.10E-07,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Colon Transverse",C2orf74,ENSG00000237651.6,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",6.09E+00,1.10E-09,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Not Sun Exposed",TRPM2,ENSG00000142185.16,protein-coding,Summary-PrediXcan(S-PrediXcan),'-6.45E+00,1.10E-10,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Cerebellar Hemisphere",IL1RL1,ENSG00000115602.16,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",6.45E+00,1.10E-10,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Whole Blood",THBS3,ENSG00000169231.13,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",6.45E+00,1.10E-10,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Not Sun Exposed",TRPM2,ENSG00000142185.16,protein-coding,Summary-PrediXcan(S-PrediXcan),'-6.45E+00,1.10E-10,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Thyroid,ZNF514,ENSG00000144026.11,protein-coding,Summary-PrediXcan(S-PrediXcan),6.45E+00,1.10E-10,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Thyroid,ZNF514,ENSG00000144026.11,protein-coding,Summary-PrediXcan(S-PrediXcan),6.45E+00,1.10E-10,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Sun Exposed",RNASET2,ENSG00000026297.15,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-6.79E+00,1.10E-11,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Muscularis",UBA7,ENSG00000182179.12,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",6.79E+00,1.10E-11,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Whole Blood",TUFM,ENSG00000178952.10,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",7.12E+00,1.10E-12,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Thyroid,ARFRP1,ENSG00000101246.19,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",7.12E+00,1.10E-12,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Artery Tibia",TMEM89,ENSG00000183396.3,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",7.12E+00,1.10E-12,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Fibroblasts,RNASET2,ENSG00000026297.15,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",7.43E+00,1.10E-13,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Muscularis",NPIPB9,ENSG00000196993.8,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-7.73E+00,1.10E-14,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Gastroesophageal",UBE2L3,ENSG00000185651.14,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",7.73E+00,1.10E-14,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Gastroesophageal",SLC22A5,ENSG00000197375.12,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-8.02E+00,1.10E-15,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Aortic Artery",TTC33,ENSG00000113638.13,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",9.80E+00,1.10E-22,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Not Sun Exposed",MLX,ENSG00000108788.11,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.39E+00,1.11E-05,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Sun Exposed",HLA-DRA,ENSG00000204287.13,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.87E+00,1.11E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Sun Exposed",GTF2I,ENSG00000263001.5,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.87E+00,1.11E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Mucosa",PSORS1C2,ENSG00000204538.3,protein-coding,Summary-PrediXcan(S-PrediXcan),'-5.31E+00,1.11E-07,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Mucosa",PSORS1C2,ENSG00000204538.3,protein-coding,Summary-PrediXcan(S-PrediXcan),'-5.31E+00,1.11E-07,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Prostate,THBS3,ENSG00000169231.13,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",5.31E+00,1.11E-07,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Testis,NKD1,ENSG00000140807.6,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",5.31E+00,1.11E-07,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Colon Transverse",RBM6,ENSG00000004534.14,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",5.71E+00,1.11E-08,TWASP000186
